codigo;codigo1;codigo2;codigo3;codigo4;nombre;costo_sud;pvp_sud;disponibilidad_sud;min_ofer_sud;costo_k;pvp_k;min_ofer_k;ofer_k;precio_descuento_k;disponibilidad_k;disponibilidad_k_cc;disponibilidad_k_sfe;costo_doan;pvp_doan;disponibilidad_doan;costo_lider;pvp_lider;costo_descuento_lider;pvp_descuento_lider;compra_minima_descuento_lider;marca;costo_cannon;pvp_cannon;costo_indio;pvp_indio;disponibilidad_indio;costo_monroe;costo_noTRF_monroe;pvp_monroe;min_ofer_monroe;disponibilidad_monroe;mkt
4005808547760;4005808179206;8412300001694;;;NIVEA FACIAL HIDRATANTE ACT DIA 50ML CRE;9186.57;15159;D;1;8820.78;14559.0;-;-;;D;D;F;9933.65;16399;D;10300.01;16999.0;-;-;-;;-;-;-;-;-;9663.29;9663.29;15949;;D;-
4005808553006;3219650812018;4005808179077;;;NIVEA FACIAL HIDRATANTE INT DIA 50ML CRE;9186.57;15159;D;1;8820.78;14559.0;-;-;;D;D;F;9933.65;16399;D;10300.01;16999.0;-;-;-;;-;-;-;-;-;9663.29;9663.29;15949;;D;-
726669089582;4056800021246;;;;KOLESTON CR/COL 61 RUBIO CEN/OSCURO TIN;4711.69;7779;D;1;4701.14;7759.0;-;-;;F;F;F;3596.98;5939;D;4045.55;6679.0;-;-;-;0.15;-;-;-;-;-;-;-;-;-;-;-
7791580005075;;;;;DEPILFEM CERA VEGETAL 90 DEP;1931.37;3189;D;1;;;-;-;;-;-;-;2160.29;3569;MC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7791580005136;;;;;DEPILFEM CERA CAC/MIEL 180 DEP;2958.78;4889;D;1;;;-;-;;-;-;-;3310.08;5469;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7791580005143;;;;;DEPILFEM CERA CAC/VEGET180 DEP;2958.78;4889;D;1;;;-;-;;-;-;-;3310.08;5469;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7791580003057;;;;;DEPILFEM CERA MIEL 90 DEP;1931.37;3189;D;1;;;-;-;;-;-;-;2160.29;3569;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7791001004151;7791001004052;;;;BIFERDIL PROTEINAS 30VOL 75 ML CRE OXI;1970.93;3259;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798074280192;;;;;FARMACOLOR KIT 8/1 RUBIO CLARO CENIZ TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;D;-
7791520077254;7791520077223;;;;VERITAS GLICERINA ACEITES ESP 3X120G JAB;2960.68;4889;F;1;2516.48;4159.0;-;-;;F;F;F;3164.23;5229;D;3177.94;5249.0;-;-;-;0.1;-;-;3065.12;5059.0;F;2641.22;3301.53;4359;2.0;F;-
7791520077278;7791520077216;;;;VERITAS SIN PERFUME BEBE 3X120 GR JAB;3094.59;5099;F;1;2630.04;4349.0;-;-;;F;F;F;3307.02;5459;D;3321.34;5489.0;-;-;-;0.1;-;-;3372.03;5569.0;F;2587.88;3450.51;4279;2.0;F;-
7791520077247;7791520077209;;;;VERITAS GLICERINA NEUTRO 3 X 120 GR JAB;2960.68;4889;F;1;2516.48;4159.0;-;-;;F;F;F;3446.64;5689;D;3177.94;5249.0;-;-;-;0.1;-;-;3065.12;5059.0;F;2641.22;3301.53;4359;2.0;D;-
7791520004113;7791520004083;;;;VERITAS GLICERINA NEUTRO 120 GR JAB;1056.56;1749;F;1;898.07;1489.0;-;-;;F;F;F;1129.21;1869;D;1134.13;1879.0;-;-;-;0.1;-;-;1093.87;1799.0;F;942.59;1178.24;1559;2.0;D;-
7798074280154;;;;;FARMACOLOR KIT 09 RUBIO MUY CLARO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280147;;;;;FARMACOLOR KIT 08 RUBIO CLARO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280178;;;;;FARMACOLOR KIT 8/3 RUBIO CLARO DORAD TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;D;-
7798074280161;;;;;FARMACOLOR KIT 7/3 RUBIO DORADO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280185;;;;;FARMACOLOR KIT 7/1 RUBIO CENIZA TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280130;;;;;FARMACOLOR KIT 07 RUBIO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;D;-
7798074280215;;;;;FARMACOLOR KIT 6/7 CHOCOLATE TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280246;;;;;FARMACOLOR KIT 6/6 ROJO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;D;-
7798074280208;;;;;FARMACOLOR KIT 6/4 COBRE TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;C;C;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280123;;;;;FARMACOLOR KIT 06 RUBIO OSCURO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280239;;;;;FARMACOLOR KIT 5/6 CASTANO CLARO ROJ TIN;7267.71;11999;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280116;;;;;FARMACOLOR KIT 05 CASTANO CLARO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;D;-
7798074280222;;;;;FARMACOLOR KIT 4/6 CASTANO ROJIZO TIN;7267.71;11999;D;1;7573.32;12499.0;-;-;;C;C;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280109;;;;;FARMACOLOR KIT 04 CASTANO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280093;;;;;FARMACOLOR KIT 3 CASTANO OSCURO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280086;;;;;FARMACOLOR KIT 1 NEGRO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7798074280253;;;;;FARMACOLOR KIT 10 RUBIO CLARO CLARO TIN;7267.71;11999;F;1;7573.32;12499.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7523.52;7523.52;12399;;F;-
7891010099725;;;;;NEUTROGENA DEEP CLEAN 80 GR JAB;2874.4;4749;D;1;2825.41;4669.0;-;-;;D;D;F;3047.29;5029;D;3146.52;5199.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7790396104101;7790396005255;;;;HENO DE PRAVIA TRADICIONAL 150 GR JAB;2424.63;3999;D;1;2374.07;3899.0;-;-;;F;F;F;2971.49;4899;D;-;-;-;-;-;-;-;-;2724.55;4499.0;D;-;-;-;-;-;-
7791600164133;;;;;KEVIN PARK EDT 60 ML MASC;10019.0;16539;D;1;9660.22;15939.0;-;-;;D;D;F;10665.0;17599;D;10160.42;16769.0;-;-;-;;9188.14;15629;-;-;-;9975.70;9975.70;16469;;D;-
7791600164522;;;;;KEVIN PARK AERO 250 ML DES;3311.81;5469;D;1;3193.23;5269.0;-;-;;D;D;F;3525.36;5799;D;3358.58;5549.0;-;-;-;;3037.19;5169;-;-;-;3297.52;3297.52;5449;;D;-
7791600164454;;;;;KEVIN PARK AERO 150 ML DES;2838.72;4689;D;1;2737.06;4499.0;-;-;;D;D;F;3021.75;4989;D;2878.79;4759.0;-;-;-;;2603.31;4429;-;-;-;2826.44;2826.44;4669;;D;-
7790371000039;;;;;DE PREAL FIJADOR FUERTE 1050 GEL CAB;7017.45;11579;D;1;;;-;-;;-;-;-;7628.43;12589;C;6915.15;11399.0;-;-;-;0.1;-;-;-;-;-;6435.87;6920.29;10599;2.0;D;-
7798028000074;;;;;LISFAR ESCOFINA ESC;1011.31;1669;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798028000036;;;;;LISFAR 1* AUXILIOS BOT;11275.47;18599;D;1;11177.03;18449.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7791001003543;;;;;BIFERDIL BALSAM NUTRI 400 ML ACO;6513.66;10749;D;1;6756.38;11149.0;-;-;;F;F;F;6109.52;10089;C;-;-;-;-;-;-;-;-;-;-;-;6686.16;6686.16;11039;;D;-
7791001000023;;;;;BIFERDIL BALSAM NUTRI 200 ML ACO;4205.32;6939;D;1;4362.02;7199.0;-;-;;F;F;F;3944.4;6499;C;-;-;-;-;-;-;-;-;-;-;-;4316.68;4316.68;7129;;D;-
7791001003598;;;;;BIFERDIL NUTRI REPARAD 400 ML SHA;6203.5;10239;D;1;6434.65;10599.0;-;-;;D;D;F;5818.59;9599;MC;-;-;-;-;-;-;-;-;-;-;-;6367.76;6367.76;10499;;D;-
7791001000047;;;;;BIFERDIL NUTRI REPARAD 200 ML SHA;4205.32;6939;F;1;4362.02;7199.0;-;-;;F;F;F;3944.4;6499;C;-;-;-;-;-;-;-;-;-;-;-;4316.68;4316.68;7129;;D;-
7798028001712;7798060590045;;;;LA VACA COAGULANTE POL 100 G ALI;10970.0;18099;F;1;10874.21;17949.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
4006000063102;4005800137068;7804955820040;7804955950457;4005800137068;ATRIX PROTECCION INTENSIVA 150 ML CRE;5286.46;8729;D;1;5075.96;8379.0;-;-;;D;D;F;5716.37;9439;D;5927.19;9789.0;-;-;-;;-;-;-;-;-;5560.79;5560.79;9179;;D;-
7790010002790;7790010004688;7790010002318;7790010570213;;CAREFREE PROTECCION LARGOS 20UN PRO DIA;2429.32;3999;D;1;2406.66;3979.0;-;-;;D;D;F;2595.64;4289;D;2680.16;4429.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7500435219662;7501065910554;3014260273910;7500435186780;;FOAMY MENTHOL 312 GR ESP AFE;8895.88;14679;F;1;8741.55;14429.0;-;-;;D;D;F;9526.29;15699;D;8494.39;13999.0;-;-;-;;-;-;9672.13;15959.0;D;-;-;-;-;-;-
7500435224604;3014260273903;;;;FOAMY REGULAR 312 GR ESP AFE;8394.6;13859;D;1;8248.98;13599.0;-;-;;D;D;F;9526.29;15699;D;7220.23;11899.0;-;-;-;0.15;-;-;-;-;-;-;-;-;-;-;-
7791001001235;;;;;BIFERDIL BALSAM MANZANILLA 200 ML ACO;3865.75;6379;D;1;4009.82;6599.0;-;-;;D;D;F;3625.9;5989;MC;-;-;-;-;-;-;-;-;-;-;-;3968.12;3968.12;6549;;F;-
7791001004007;;;;;BIFERDIL BALSAM MANZANILLA 400 ML ACO;5877.0;9699;F;1;6096.0;10059.0;-;-;;D;D;F;5512.36;9099;MC;-;-;-;-;-;-;-;-;-;-;-;6032.62;6032.62;9959;;F;-
7792640002805;7792640002300;;;;CAPILATIS ECOLOGICO GRASO MENTA 420 SHA;5124.04;8459;D;1;5266.87;8699.0;-;-;;D;D;F;5699.96;9399;MC;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;D;-
7792640004489;;;;;CAPILATIS MANZANILLA 420 SHA;5124.04;8459;D;1;5266.87;8699.0;-;-;;D;D;F;5699.96;9399;C;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;D;-
7792640007145;;;;;CAPILATIS ORTIGA C CAB 120 TRA CAP;3529.73;5829;D;1;3628.11;5989.0;-;-;;D;D;F;3926.45;6479;C;3231.43;5339.0;-;-;-;;-;-;-;-;-;3733.97;3733.97;6169;;D;-
4006000005515;4005808851331;4005900903310;4005900436948;;LABELLO SUN F30 4.8 GR PRO LAB;4811.55;7939;D;1;4619.97;7629.0;-;-;;D;D;F;5202.84;8589;D;4591.15;7579.0;-;-;-;;-;-;-;-;-;5061.24;5061.24;8359;;D;-
3433422404533;;;;;LRP LIPIKAR PAIN SURGRAS 150 GR JAB;24255.46;40029;D;1;23749.64;39189.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23791.18;23791.18;39259;;D;-
3433422404397;3503357018881;;;;LRP EAU THERMALE 150 ML AGU TER;26524.5;43769;D;1;25971.37;42859.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26016.79;26016.79;42929;;D;-
7500435170932;7501007424309;;;;GILLETTE SUPER THIN X5 HOJ AFE;1363.17;2249;F;1;26790.39;44199.0;-;-;;D;D;F;-;-;-;1379.37;2279.0;-;-;-;;-;-;1385.93;2289.0;F;-;-;-;-;-;-
7791001007824;;;;;BIFERDIL NUTRI REPARAD C/VIT E 800ML SHA;9660.09;15939;D;1;;;-;-;;-;-;-;9060.71;14959;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7791001007831;7791001000801;;;;BIFERDIL BALSAM NUTR VIT E C/S 800ML ACO;10626.09;17539;D;1;11022.04;18189.0;-;-;;D;D;F;9966.8;16449;MC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798028001705;7798060590021;;;;LA VACA COAGULANTE POL 25 GR ALI;3784.13;6249;F;1;3751.08;6189.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7792640004496;7792640001075;;;;CAPILATIS MANZANILLA 420 ACO;5124.04;8459;D;1;5266.87;8699.0;-;-;;D;D;F;5699.96;9399;C;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;D;-
3433422406599;;;;;LRP TOLERIANE DERMOLIMPIAD 200 CRE;53199.79;87789;D;1;52090.39;85949.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52181.48;52181.48;86099;;D;-
7791001003581;7791001001273;;;;BIFERMIX BALSAM NORMALIZADOR 400 ACO;6851.64;11299;D;1;;;-;-;;-;-;-;6426.52;10599;C;-;-;-;-;-;-;-;-;8068.39;13299.0;D;7033.07;7033.07;11599;;F;-
7791001000313;;;;;BIFERMIX BALSAM NORMALIZADOR 200 ACO;4480.87;7399;D;1;;;-;-;;-;-;-;4202.86;6939;C;-;-;-;-;-;-;-;-;5276.61;8699.0;D;4599.53;4599.53;7589;;D;-
7791001003574;;;;;BIFERMIX NORMALIZADOR 400 ML SHA;6851.64;11299;D;1;7106.96;11729.0;-;-;;F;F;F;6426.52;10599;MC;-;-;-;-;-;-;-;-;8068.39;13299.0;D;7033.07;7033.07;11599;;F;-
7791001000320;;;;;BIFERMIX NORMALIZADOR 200 ML SHA;4480.87;7399;D;1;4647.84;7669.0;-;-;;F;F;F;4202.86;6939;C;-;-;-;-;-;-;-;-;5276.61;8699.0;D;4599.53;4599.53;7589;;F;-
71603002128;7796733098126;;;;TRIM GRANDE PEDICURA COR UNA;3803.73;6279;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
71603005198;7796733098119;;;;TRIM CHICO COR UNA;2281.1;3769;F;1;1993.15;3289.0;-;-;;D;D;F;2764.07;4569;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
4006000005492;7791969850661;;;;LABELLO SOFT ROSE 4.8 GR PRO LAB;3875.71;6399;D;1;3721.38;6149.0;-;-;;D;D;F;4190.9;6899;D;3698.17;6099.0;-;-;-;;-;-;-;-;-;4076.83;4076.83;6729;;D;-
7891010035976;7891010669843;;;;JOHNSON BABY GLICERINADO 80 GR JAB;1169.77;1939;D;1;1158.86;1899.0;-;-;;D;D;F;1073.99;1779;D;1290.56;2129.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791520004137;7791520004014;;;;VERITAS GLICERINA ACEITE ESENCIA 120 JAB;1056.61;1749;D;1;898.07;1489.0;-;-;;F;F;F;1129.21;1869;D;1134.13;1879.0;-;-;-;0.1;-;-;1093.87;1799.0;F;942.59;1178.24;1559;2.0;F;-
7791001004465;;;;;BIFERDIL BALSAMO CERAMIDAS 400 ML ACO;7646.05;12599;D;1;;;-;-;;-;-;-;7171.64;11839;MC;-;-;-;-;-;-;-;-;-;-;-;7848.50;7848.50;12959;;F;-
7792640002836;7792640002331;;;;CAPILATIS ECOLOGICO NUTRITIV 200 TRA CAP;3698.39;6099;D;1;3801.49;6279.0;-;-;;D;D;F;4114.08;6789;C;3385.84;5589.0;-;-;-;;-;-;-;-;-;3912.41;3912.41;6459;;D;-
7792640002829;7792640002324;;;;CAPILATIS ECOLOGICO NUTRITIVO 420 ACO;5124.04;8459;D;1;5266.87;8699.0;-;-;;D;D;F;5699.96;9399;C;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;D;-
7792640002812;7792640002317;;;;CAPILATIS ECOLOGICO NUTRITIVO 420 SHA;5124.04;8459;D;1;5266.87;8699.0;-;-;;D;D;F;5699.96;9399;D;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;D;-
7791001000429;;;;;BIFERDIL GLYCOCERAMIDA+KERAT 100 TRA CAP;7107.85;11729;D;1;7372.72;12169.0;-;-;;D;D;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7792640006704;7792640004601;;;;CAPILATIS EVITA PIOJOS 500 SHA;5124.04;8459;F;1;5266.87;8699.0;-;-;;D;D;F;4387.71;7249;MC;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;D;-
7791001004441;;;;;BIFERDIL PH CERAMIDAS 400 ML SHA;9080.4;14989;D;1;9418.75;15549.0;-;-;;F;F;F;8517.01;14059;C;-;-;-;-;-;-;-;-;-;-;-;9320.84;9320.84;15379;;D;-
7790371000053;;;;;VIDOL FECULA TALQ/PLAS 200 TAL;3683.49;6079;D;1;3042.1;4999.0;1.0;TRF;;F;F;F;3782.34;6249;D;3428.14;5659.0;-;-;-;0.15;-;-;-;-;-;3269.77;3633.08;5399;2.0;D;-
7790371000046;;;;;VIDOL FECULA BOLSA 400 TAL;3844.28;6349;D;1;3735.16;6169.0;-;-;;D;D;F;4322.41;7139;D;4209.15;6949.0;-;-;-;;-;-;-;-;-;3790.62;3790.62;6259;;D;-
7790371000176;;;;;VIDOL FECULA BOLSA 250 TAL;2994.02;4949;D;1;2909.03;4799.0;-;-;;D;D;F;3366.82;5559;D;3278.2;5399.0;-;-;-;;-;-;-;-;-;2952.59;2952.59;4879;;D;-
7791001004304;;;;;BIFERDIL ANTICLORO 250 ML SHA;6455.75;10659;D;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
41333001005;7506309816951;;;;DURACELL C&B AA X 2 PIL;2525.43;4169;D;1;2474.3;4089.0;-;-;;D;D;F;2636.96;4359;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
41333001029;7506309875323;7506309816968;;;DURACELL C&B AA X 4 PIL;4478.35;7389;D;1;4387.73;7249.0;-;-;;D;D;F;4676.25;7699;D;4926.29;8129.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
41333001074;7506309817019;;;;DURACELL C&B AAA X2 PIL;2525.43;4169;D;1;2474.3;4089.0;-;-;;D;D;F;2636.96;4359;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
41333001098;7506309817026;;;;DURACELL C&B AAA X 4 PIL;4478.35;7389;D;1;4387.73;7249.0;-;-;;D;D;F;4676.25;7699;MC;4926.29;8129.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791001004472;7791001000740;;;;BIFERDIL BALSAMO CERAMIDAS 250 ML ACO;5706.2;9399;D;1;;;-;-;;-;-;-;4017.67;6629;C;-;-;-;-;-;-;-;-;-;-;-;5857.28;5857.28;9669;;F;-
7791001007947;;;;;BIFERDIL ALGAS MARINA 800 ML SHA;9201.36;15189;F;1;9544.23;15749.0;-;-;;F;F;F;8630.44;14249;MC;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7791001001211;;;;;BIFERDIL MANZANILLA 200 ML SHA;3865.75;6379;D;1;4009.82;6599.0;-;-;;F;F;F;3625.9;5989;MC;-;-;-;-;-;-;-;-;-;-;-;3968.12;3968.12;6549;;D;-
7798133210047;;;;;BOBINA PAPEL ESENCIA 40 CM PAP;25570.65;42199;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798133210030;;;;;BOBINA PAPEL ESENCIA 20 CM PAP;12785.34;21099;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798133210023;;;;;BOBINA PAPEL FARMACIA 40CM PAP;25570.65;42199;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7798133210016;;;;;BOBINA PAPEL FARMACIA 20CM PAP;12785.34;21099;F;1;;;-;-;;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7790010002875;7790010994002;7790010002271;7790010888967;;CAREFREE PROTECCION S/PERF x20 PRO DIA;2155.94;3559;D;1;2135.81;3529.0;-;-;;D;D;F;1855.7;3069;D;2378.55;3929.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580003040;;;;;EMAL DIAMAN CERA LATA MIEL 200 DEP;3070.56;5069;D;1;3620.72;5979.0;-;-;;D;D;F;3434.92;5669;C;3494.7;5769.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580005051;;;;;EMAL DIAMAN CERA LATA VEGETAL 200 DEP;3070.56;5069;D;1;3620.72;5979.0;-;-;;D;D;F;3434.92;5669;D;3494.7;5769.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580004047;;;;;EMAL DIAMAN CERA LATA NEGRA 200 DEP;3070.56;5069;D;1;3620.72;5979.0;-;-;;D;D;F;3434.92;5669;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7793487014495;7793487055405;;;;PETIT ENFANT AGUA AZAHAR 60 ML COL;7195.89;11879;D;1;6839.92;11289.0;-;-;;F;F;F;7370.09;12169;MC;7132.45;11769.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580001046;;;;;EMAL DIAMAN CREMA ALOE 130 DEP;3363.13;5549;D;1;4140.5;6839.0;-;-;;D;D;F;3762.44;6199;C;3996.3;6599.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580013339;;;;;ROSA MOSQUETA ACEITE NATURAL 13,5ML ACE;2436.81;4029;D;1;;;-;-;;-;-;-;2997.51;4949;C;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
7791580002029;;;;;DEPILORM CREMA ROST/ALOE 60 DEP;2455.29;4059;D;1;;;-;-;;-;-;-;2746.8;4539;D;2885.3;4769.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580002005;;;;;DEPILORM CREMA ROST/ESP 30 DEP;2242.42;3699;D;1;2575.91;4259.0;-;-;;D;D;F;2508.07;4139;D;2486.0;4099.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580004030;;;;;EMAL DIAMAN CERA NEGRA 200 DEP;2746.89;4539;F;1;3273.5;5399.0;-;-;;D;D;F;3378.92;5579;C;3159.2;5199.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580003033;;;;;EMAL DIAMAN CERA BLANCA 200 DEP;2746.89;4539;D;1;3273.5;5399.0;-;-;;D;D;F;3072.24;5069;C;3159.2;5199.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580005044;;;;;EMAL DIAMAN CERA VEGETAL 200 DEP;2746.89;4539;D;1;3273.5;5399.0;-;-;;D;D;F;3073.03;5079;MC;3159.2;5199.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7791580001022;;;;;EMAL DIAMAN CREMA 130 GR DEP;3363.13;5549;D;1;4140.5;6839.0;-;-;;F;F;F;3761.69;6199;C;3996.3;6599.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7792640000283;;;;;CAPILATIS ORTIGA CAIDA CAB CASPA 410 SHA;5124.04;8459;F;1;5266.87;8699.0;-;-;;D;D;F;5699.96;9399;D;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;F;-
7792640000276;;;;;CAPILATIS ORTIGA CAIDA CAB SECO 410 SHA;5124.04;8459;D;1;5266.87;8699.0;-;-;;D;D;F;5238.63;8649;C;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;D;-
7792640000269;;;;;CAPILATIS ORTIGA CAIDA CAB GRASO 410 SHA;5124.04;8459;F;1;5266.87;8699.0;-;-;;D;D;F;5238.63;8649;D;4691.01;7749.0;-;-;-;;-;-;-;-;-;5420.54;5420.54;8949;;D;-
4005800086380;4005800631412;;;;EUCERIN PH5 SYNDET BARRA 100 GR JAB;15205.94;25099;D;1;14600.47;24099.0;-;-;;F;F;F;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15995.03;15995.03;26399;;F;-
4005808890590;;;;;NIVEA SOFT HIDRATANTE 100 ML CRE;3735.31;6169;D;1;3586.57;5899.0;-;-;;D;D;F;4039.08;6669;D;4188.04;6899.0;-;-;-;;-;-;-;-;-;3929.15;3929.15;6489;;D;-
7790010002752;7790010002370;7790010599276;7790010993760;;SIEMPRE L ULTRAFINA TERMOC PLU 8 TOA HIG;2405.93;3979;D;1;2383.47;3939.0;-;-;;D;D;F;1656.69;2739;D;2604.8;4299.0;-;-;-;;-;-;-;-;-;-;-;-;-;-;-
7790010002653;7790010890632;7790010669061;7790010569538;;SIEMPRE L ESPECIAL C/ALAS 8 TOA HIG;1434.52;2369;D;1;1421.13;2349.0;-;-;;D;D;F;1230.43;2039;D;1270.51;2099.0;-;-;-;;-;-;1105.0;1829.0;D;-;-;-;-;-;-
7791001000924;;;;;BIFERDIL HIPOALERGENICO 250 ML SHA;7449.31;12299;F;1;;;-;-;;-;-;-;6987.12;11529;C;-;-;-;-;-;-;-;-;-;-;-;7646.57;7646.57;12599;;D;-
7791600060145;7791600071653;;;;CHESTER ICE EDT 60ML MASC;5854.82;9669;D;1;5645.2;9299.0;-;-;;D;D;F;6232.36;10289;D;5937.49;9799.0;-;-;-;;5369.32;9129;-;-;-;5829.54;5829.54;9599;;D;-
